>
#Duero-Ebro
42.623055	-2.093789
42.610371	-2.047064
42.585381	-1.973519
42.554958	-1.885039
42.527733	-1.829064
42.507778	-1.780581
42.493416	-1.706797
42.480389	-1.623692
42.469933	-1.544222
42.474342	-1.491053
42.470367	-1.443525
42.461006	-1.349478
42.464390	-1.312453
42.454411	-1.275144
42.446701	-1.220389
42.435287	-1.157469
42.429909	-1.121822
42.410721	-1.078217
42.399120	-1.003911
42.375034	-0.943911
42.355019	-0.890539
42.330605	-0.807444
42.330257	-0.759533
42.318142	-0.703942
42.293877	-0.664836
42.287586	-0.612969
42.287880	-0.565975
42.270294	-0.507997
42.241428	-0.464014
42.237789	-0.418217
42.230846	-0.363981
42.211491	-0.317325
42.222527	-0.252406
42.200310	-0.178803
42.149071	-0.099756
42.092953	-0.039336
42.030518	-0.001308
42.003452	0.079986
41.964363	0.172997
41.929070	0.266789
41.899418	0.344911
41.871544	0.412036
41.852249	0.487731
41.836040	0.581433
41.830662	0.668256
41.825035	0.691469
41.824558	0.710464
41.821690	0.757400
41.827515	0.814008
41.849995	0.881672
41.865486	0.967428
41.887573	1.027781
41.950722	1.086000
42.045033	1.146164
42.095650	1.237892
42.109234	1.299253
42.164410	1.353169
42.194443	1.467150
42.197132	1.582350
42.174088	1.675692
42.162510	1.764658
42.106274	1.856686
42.169048	1.927925
42.216465	1.979106
42.266911	2.126908
42.284798	2.301644
42.312889	2.470911
42.349255	2.686386
42.350922	2.755095
42.344833	2.841950
42.312782	2.950119
42.317726	3.038014
42.343918	3.076275
42.307686	3.106683
42.263645	3.168378
42.247383	3.180092
42.230888	3.163758
42.194962	3.139653
42.151993	3.142642
42.110806	3.162150
42.102673	3.185356
42.073406	3.220822
42.042545	3.218608
42.018475	3.220969
41.985603	3.230458
41.962082	3.237794
41.955345	3.201361
41.952980	3.164586
41.934956	3.131303
41.929600	3.081592
41.935436	3.029336
41.998734	2.915353
41.987713	2.863053
41.928043	2.851914
41.855076	2.889350
41.807301	2.908464
41.818455	2.874072
41.816513	2.826425
41.813152	2.802153
41.815620	2.746786
41.867775	2.697161
41.886539	2.761614
41.932869	2.809308
41.983276	2.742272
41.997013	2.646403
41.998211	2.568003
41.986713	2.513545
41.940350	2.446997
41.890041	2.390817
41.843826	2.359392
41.782063	2.315822
41.732601	2.284456
41.713997	2.298214
41.680080	2.228981
41.644470	2.156583
41.629684	2.136011
41.599625	2.054881
41.585049	2.004789
41.566429	1.956414
41.563625	1.878672
41.573215	1.800419
41.550747	1.730361
41.512749	1.700178
41.494041	1.682086
41.479225	1.656492
41.475636	1.611964
41.479927	1.577989
41.464256	1.546856
41.431370	1.530739
41.411884	1.505647
41.439289	1.489231
41.464516	1.470758
41.440613	1.413872
41.418823	1.363933
41.385353	1.320794
41.359367	1.287550
41.332813	1.239389
41.321583	1.200928
41.348400	1.160928
41.362301	1.104161
41.338902	1.060008
41.337616	0.997867
41.331402	0.980572
41.312359	1.001006
41.303608	1.018431
41.289001	1.003106
41.280685	0.981986
41.271412	0.983261
41.257889	0.977769
41.249176	0.972722
41.225670	0.986353
41.211040	0.997453
41.183907	1.005581
41.163612	1.010692
41.142139	1.003267
41.132809	0.988169
41.121529	0.953203
41.143356	0.940939
41.163559	0.924272
41.165783	0.903853
41.163799	0.888817
41.172806	0.870519
41.166687	0.824178
41.184280	0.808756
41.209229	0.816131
41.245007	0.849983
41.269394	0.859158
41.253174	0.830067
41.225216	0.787197
41.199192	0.742111
41.178600	0.684792
41.163021	0.627939
41.155735	0.603053
41.103222	0.561300
41.067783	0.508939
40.997513	0.442869
40.945774	0.392967
40.881321	0.318872
40.833618	0.254997
40.820095	0.208361
40.793930	0.186111
40.768425	0.138897
40.740784	0.077089
40.731163	0.044708
40.736355	-0.063736
40.742054	-0.094375
40.733868	-0.113061
40.726311	-0.151897
40.707264	-0.175572
40.691273	-0.189675
40.697449	-0.227206
40.680115	-0.259164
40.656006	-0.266881
40.652199	-0.269556
40.624310	-0.302817
40.607918	-0.324722
40.612671	-0.356600
40.628559	-0.396158
40.638073	-0.415086
40.663231	-0.387469
40.676563	-0.341061
40.711205	-0.303400
40.736359	-0.293200
40.753284	-0.267883
40.768188	-0.227311
40.772957	-0.187147
40.767319	-0.151956
40.757992	-0.127592
40.756424	-0.101769
40.778252	-0.121897
40.794960	-0.157197
40.807354	-0.205203
40.816010	-0.224811
40.841667	-0.237781
40.865078	-0.257564
40.870899	-0.231464
40.854328	-0.182503
40.832783	-0.136344
40.847973	-0.119836
40.852467	-0.095644
40.838696	-0.048944
40.827404	-0.006606
40.818329	0.016561
40.813255	0.063567
40.838413	0.041622
40.864185	-0.036481
40.892773	-0.095400
40.906204	-0.140061
40.913322	-0.177333
40.926674	-0.226264
40.932533	-0.267281
40.962345	-0.353219
40.980358	-0.399486
41.010208	-0.454053
41.042896	-0.505144
